decimalLatitude,decimalLongitude,year,stateProvince
-30.426404,150.49441,2022.0,New South Wales
-34.662992,150.297089,,New South Wales
-36.65308,149.42747,2013.0,New South Wales
-33.078493,151.640453,2001.0,New South Wales
-32.9,151.8,2021.0,New South Wales
-35.0746,150.21181,2014.0,New South Wales
-33.3,149.1,2023.0,New South Wales
-29.17946,151.01701,2014.0,New South Wales
-30.459608,149.864919,2021.0,New South Wales
-33.938547,151.108184,2025.0,New South Wales
-37.264265,149.419319,2019.0,New South Wales
-31.84243,151.6182,2014.0,New South Wales
-31.3,148.9,2021.0,New South Wales
-30.22644,153.13771,2013.0,New South Wales
-33.3,151.4,2025.0,New South Wales
-36.036467,150.121986,2021.0,New South Wales
-37.291605,149.918519,1986.0,New South Wales
-33.65369,150.73637,2015.0,New South Wales
-33.390875,151.459615,2012.0,New South Wales
-32.024436,151.440537,2023.0,New South Wales
-33.954802,151.049237,2021.0,New South Wales
-33.5,151.3,2025.0,New South Wales
-33.8,149.3,2025.0,New South Wales
-35.589279,149.918288,1998.0,New South Wales
-33.95691,151.217419,2006.0,New South Wales
-33.399703,150.574676,1997.0,New South Wales
-30.642613,149.182945,2020.0,New South Wales
-33.940237,151.148912,2024.0,New South Wales
-33.9,151.0,2016.0,New South Wales
-29.315923,151.917752,2015.0,New South Wales
-31.14963,152.38109,2019.0,New South Wales
-30.526104,148.988762,2017.0,New South Wales
-34.286431,150.251123,2022.0,New South Wales
-30.540973,150.111889,2024.0,New South Wales
-33.790134,150.767352,2015.0,New South Wales
-33.3,151.4,2024.0,New South Wales
-35.6,150.3,2025.0,New South Wales
-33.83513,151.00882,2019.0,New South Wales
-33.7,143.1,2015.0,New South Wales
-31.022524,152.339188,2021.0,New South Wales
-37.174005,149.343341,2023.0,New South Wales
-31.078344,150.099975,2020.0,New South Wales
-30.325254,153.111066,2007.0,New South Wales
-32.964608,151.683205,2017.0,New South Wales
-30.64687,152.98437,2018.0,New South Wales
-34.0,150.9,2023.0,New South Wales
-30.576709,149.128695,2019.0,New South Wales
-31.145743,152.36308,2021.0,New South Wales
-30.503916,149.215329,2017.0,New South Wales
-36.755089,148.442284,2009.0,New South Wales
-34.437082,150.707602,2016.0,New South Wales
-33.935135,151.116214,2007.0,New South Wales
-35.785155,150.223319,2022.0,New South Wales
-31.165173,152.365492,2022.0,New South Wales
-32.491196,151.068492,2023.0,New South Wales
-31.84243,151.6182,2014.0,New South Wales
-34.836868,147.851904,2015.0,New South Wales
-30.449963,149.247536,2021.0,New South Wales
-33.686783,151.219771,2016.0,New South Wales
-33.31886,149.1076,2015.0,New South Wales
-36.459618,149.891466,1991.0,New South Wales
-34.032997,151.073307,2024.0,New South Wales
-32.917037,145.65464,2021.0,New South Wales
-33.956023,151.116275,2025.0,New South Wales
-30.600226,150.069731,2023.0,New South Wales
-30.6,152.2,2023.0,New South Wales
-29.490446,152.328482,1993.0,New South Wales
