decimalLatitude,decimalLongitude,year,stateProvince
-32.36915,152.336922,,New South Wales
-31.3,151.1,2021.0,New South Wales
-31.06871,151.43216,2012.0,New South Wales
-31.82544,150.18992,2013.0,New South Wales
-33.802131,151.149871,2018.0,New South Wales
-34.505163,150.706414,2014.0,New South Wales
-30.402505,151.725604,2022.0,New South Wales
-34.180671,150.81679,2015.0,New South Wales
-33.345602,151.413012,2024.0,New South Wales
-30.402213,151.624706,2021.0,New South Wales
-36.36494,149.33226,2012.0,New South Wales
-31.44018,151.47775,2013.0,New South Wales
-31.43583,151.47704,2013.0,New South Wales
-30.295687,153.125637,2010.0,New South Wales
-33.804372,151.003089,2016.0,New South Wales
-30.108931,152.391283,2004.0,New South Wales
-30.36985,152.30007,2013.0,New South Wales
-28.865308,152.987365,2001.0,New South Wales
-36.55988,148.26448,2013.0,New South Wales
-32.81123,151.492756,,New South Wales
-34.002007,151.013766,2017.0,New South Wales
-33.8435,149.22904,2014.0,New South Wales
-33.414133,151.433559,2025.0,New South Wales
-34.80854,150.02093,2013.0,New South Wales
-31.969301,150.872398,,New South Wales
-33.951425,150.991547,2025.0,New South Wales
-34.172009,142.445383,2022.0,New South Wales
-31.706482,152.650755,2002.0,New South Wales
-31.07331,151.42688,2012.0,New South Wales
-34.167182,148.429804,2016.0,New South Wales
-32.70385,150.1655,2015.0,New South Wales
-35.382459,143.651208,2024.0,New South Wales
-36.792266,149.760816,,New South Wales
-36.194858,148.794161,2025.0,New South Wales
-29.034263,152.724804,1992.0,New South Wales
-36.464994,149.84472,,New South Wales
-30.428311,150.316217,2023.0,New South Wales
-30.491182,149.308234,2016.0,New South Wales
-33.441619,150.621482,2023.0,New South Wales
-33.403646,150.280317,2016.0,New South Wales
-34.051237,151.103138,2020.0,New South Wales
-31.969218,150.940567,2016.0,New South Wales
-35.87105,148.15631,2014.0,New South Wales
-33.554934,150.740329,2020.0,New South Wales
-34.48705,150.567502,2014.0,New South Wales
-30.779671,152.393787,,New South Wales
-33.957416,150.738859,2017.0,New South Wales
-36.739221,149.795396,,New South Wales
-33.644769,151.182054,2015.0,New South Wales
-33.51816,150.830898,2025.0,New South Wales
-34.126013,151.041644,1996.0,New South Wales
-33.678319,151.112625,2021.0,New South Wales
-33.926142,150.873463,2021.0,New South Wales
-28.590295,152.897224,,New South Wales
-30.570161,151.798773,,New South Wales
-33.768171,151.147931,2021.0,New South Wales
